,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,-0.13897158,0.024621472,0.01797472,-0.05074486,-0.097317286,-0.21859924,-0.09976163,0.055527616,-0.1006245,-0.18404956,-0.16518995,-0.21036598,0.06587133,0.27865547,-0.14598829,0.10538109,-0.07029398,0.104916595,0.15117049,-0.022007268
11,-0.11261272,-0.03739247,0.0734361,0.019736849,0.14075048,0.049256675,0.030005958,-0.05930082,0.01871144,-0.06332548,-0.079926364,0.04690621,-0.067044266,-0.09438509,0.016570147,0.026486274,0.039169386,0.0048199072,0.113715954,-0.011282111
12,0.08230481,-0.10452552,0.14527397,-0.036063407,-0.0053707566,-0.009620967,-0.046388403,0.035480835,-0.081274524,0.119224116,0.08144013,0.0075738207,-0.1419043,0.08693908,-0.008352455,-0.017436676,0.059697278,0.0306393,-0.07415856,0.021720137
13,0.030526206,0.06187959,-0.036109436,0.0071933996,0.0367207,0.0010210872,0.006766106,0.083244905,-0.013817858,-0.058354016,0.049877085,0.04251719,-0.048515067,0.08934145,-0.07581464,-0.12932278,-0.1174836,-0.011046,0.06512783,-0.03324063
14,-0.07768069,-0.18533716,-0.07736436,-0.096089676,-0.063119255,-0.2535429,-0.030547623,-0.040702112,-0.07127673,-0.056060743,0.011418156,-0.12600875,-0.076354384,0.07120522,-0.0072593763,0.052086547,0.15765312,0.128793,-0.05349275,-0.10645646
15,0.10330286,-0.069189355,0.099702254,-0.17042896,0.027500723,0.17689651,-0.14177175,0.008871462,-0.018249951,0.023780592,-0.037544757,-0.093197174,0.17403965,0.076499864,-0.043393556,-0.10223482,0.18092737,0.026347945,-0.01069282,-0.113484204
16,0.053353008,-0.03503426,-0.12588099,0.02261756,-0.012814123,-0.009557348,-0.018523693,-0.09244032,0.063855365,-0.11312207,0.0058359765,-0.1128614,0.08689789,0.04858556,-0.012402341,-0.119570956,0.079239,0.023049865,0.10954146,-0.0050831325
17,0.08803175,0.1529174,0.15266699,0.073513076,-0.015848368,-0.07233988,-0.00843947,-0.005721431,0.18499856,0.022896443,-0.04834571,0.025522146,0.13371743,0.142741,-0.11268094,-0.006279271,-0.001379054,-0.0010225847,0.03181047,0.041813836
18,0.008521147,-0.12136017,-0.019481178,-0.005708864,0.25384465,-0.12277722,-0.050243407,0.06844146,-0.028623022,0.024624385,-0.158244,-0.06362834,-0.07570144,0.09612156,-0.06285986,0.07277319,0.03231599,0.14377901,0.015155429,-0.047267977
19,0.074347705,0.006208983,0.07645857,0.035093673,0.04941459,-0.14451994,0.0011474146,-0.052375257,0.07238611,-0.06696239,-0.03788174,-0.051248394,0.06767189,0.16975605,0.049597383,0.016221173,-0.03391018,0.07494832,0.07847884,-0.006694453
20,0.14761157,-0.04580871,0.056608014,-0.027149681,0.08331375,0.030503374,0.04399436,-0.03347926,-0.2101783,0.1740242,0.015418842,0.16609225,-0.030469544,-0.047623947,-0.094211265,0.034876943,0.059069373,0.0029073097,0.011084562,0.10604223
21,-0.12664627,0.06962506,0.08777271,0.023743287,-0.012595269,-0.25994754,-0.004925607,-0.11716801,-0.020710258,-0.014811628,-0.06522,-0.123002835,0.037946217,-0.02745292,0.106049046,-0.23308939,-0.1509274,0.041601695,0.12835327,0.041321993
22,-0.017412294,0.025014464,0.06135957,-0.080682874,0.056109,-0.071045026,-0.063735485,0.031277616,0.06346477,0.006104648,-0.04868565,-0.06874742,-0.0941055,-0.10192673,-0.00084644556,0.06764094,0.10846774,-0.13611862,-0.014064183,-0.01568347
23,-0.03520407,0.15266421,0.04139691,0.13813013,0.08196524,0.08703902,-0.0005616583,-0.044875786,-0.045451343,0.026619375,0.0026667146,-0.12370249,0.15171844,0.07534754,0.061036874,0.020612122,0.09020719,-0.043479063,0.06690752,0.000897605
24,0.007905707,0.08675338,-0.05336524,0.16073887,-0.022688277,-0.03500252,0.0874284,0.020736627,-0.0044884197,0.008493082,-0.10574125,-0.13525005,-0.11451981,-0.034743752,0.02596381,0.15395306,-0.19636187,0.09300472,-0.10677791,0.01728775
25,0.06722016,-0.013233021,0.05702369,-0.08243744,-0.05114647,-0.0076291785,0.13329208,-0.009719972,-0.14116296,0.008360969,0.11147068,-0.062145375,-0.11568868,0.11387706,0.07976678,-0.06683337,-0.10117289,-0.056345206,0.012259975,-0.085379854
26,0.039715625,-0.10486692,-0.005262565,0.023061123,0.022054665,0.013417259,-0.0893064,0.01565943,-0.0707061,-0.08965704,0.0596957,-0.04540032,-0.10726708,0.15949413,-0.124078676,-0.0664118,-0.025692908,0.051393885,0.06915377,-0.10515933
27,-0.034546673,-0.04477703,0.09931144,-0.0056599006,0.07523944,-0.05768614,-0.078549474,-0.10879931,0.04348432,-0.04471244,-0.09087938,0.041624695,-0.10425007,0.08657497,-0.021491352,-0.03424217,-0.021439757,0.16242822,0.11671102,0.027540622
28,-0.04164311,-0.10951045,-0.024316758,0.1460217,-0.050727848,6.218627e-05,-0.0764945,0.07427704,-0.10128243,-0.10900072,-0.07323838,0.057463005,-0.011158291,0.074552774,-0.030819997,-0.122039616,-0.087768584,0.02500149,0.07876776,-0.030104218
29,-0.02103509,-0.02741336,-0.07248519,-0.08480465,-0.052044287,0.00081836805,-0.06391379,0.16484039,-0.032211807,0.12220945,0.13955976,0.028656282,0.14336061,-0.07922546,0.021633599,0.027657224,0.008660791,-0.064182326,-0.043635618,0.047465768
30,-0.057466876,-0.022024048,-0.11849907,-0.03272616,-0.0024561547,0.10897829,-0.060221903,0.10975316,-0.017158438,-0.036585048,-0.002897663,0.070983805,0.033617277,-0.074743204,0.057312425,0.007628061,-0.057657897,0.038671598,-0.13851923,0.12919964
31,0.019811893,-0.040290777,0.049119078,-0.0031438135,-0.10670087,-0.07602329,0.058261707,-0.013510849,-0.08120352,-0.023573391,-0.06739485,-0.10820475,-0.037980095,-0.024404798,0.021018758,0.08399998,-0.0010600239,0.14123414,0.17641468,0.047804758
32,-0.07388063,0.03687474,0.04026438,0.15600091,0.083462894,0.022896849,-0.040995136,-0.0679001,-0.0991759,0.013503987,-0.074782416,-0.0060606296,0.009696234,-0.037445106,-0.11249883,0.03754238,-0.0014733449,-0.16536418,-0.06957865,-0.1691196
33,-0.018163938,-0.1555396,-0.0027952418,0.044380076,-0.13938087,0.12760036,0.017838547,0.116354875,0.09434354,-0.14558943,0.038315598,-0.035278823,0.039951622,0.17540342,0.09205044,0.11594468,0.059005596,0.06687338,-0.114427805,0.047994934
34,0.044450518,0.10281361,-0.11472893,0.09034766,0.06656623,0.18059838,0.019194387,0.15091126,0.042043798,-0.087784976,0.024200134,-0.031410147,0.075592585,0.09900895,0.16796571,-0.15161487,0.21885823,0.05886537,-0.012210388,0.088761516
35,-0.04590872,-0.10758402,-0.014832262,-0.017214637,-0.02865432,-0.06372566,-0.048048742,0.09219802,-0.038067866,0.065213166,0.109876975,0.060237885,-0.23825124,0.07667145,0.052123763,0.038907997,-0.016348254,-0.08536343,-0.01733229,0.007581711
36,-0.027799245,0.0049948413,-0.030426376,-0.06428304,-0.005852293,0.09723616,0.12530419,0.064962015,-0.025820974,-0.018520396,0.009690348,-0.0064233504,0.12225264,-0.049886346,-0.05892556,0.10391727,-0.05925495,-0.10643698,-0.06875243,0.19824432
37,0.1589666,0.04215771,0.0018969905,0.04965571,0.11162534,-0.06816456,0.037882578,0.080953,0.090553775,-0.08262751,0.0023790076,0.032690175,0.07964782,0.08004835,-0.06097772,-0.08140585,-0.21039453,0.066977575,-0.04955883,-0.10902582
38,0.056072794,0.10902169,-0.118826054,0.0707765,0.10522927,0.15676895,-0.10584235,0.014668405,0.10002833,0.019989442,-0.022399073,0.07586229,0.040213,-0.04764059,0.12978594,-0.13681611,-0.05281863,-0.023854319,0.027249854,0.07719558
39,-0.017226875,-0.0010475069,0.09166022,0.06831664,-0.0027770698,-0.07102603,-0.07047349,0.020731827,0.022384416,-0.035602745,-0.0273906,0.047125336,0.13455856,-0.10371683,0.09885679,0.13825452,-0.12984318,0.028223407,0.10879638,-0.10951951
40,-0.054892942,0.092309415,-0.023118088,-0.005994536,-0.17729305,-0.106938735,0.07046242,0.08631755,0.1411602,0.089775585,-0.11742433,0.04663844,0.08421832,-0.07373295,-0.013404235,-0.091409124,0.07542081,-0.08074033,0.04700212,-0.12407735
41,0.028926495,0.028915137,-0.13817523,-0.10849936,-0.057977278,0.12662683,0.006926026,-0.013648655,0.17851236,-0.041013516,-0.077448815,-0.01890914,-0.14237961,0.075346366,-0.02936814,0.07557776,0.08705874,0.032289572,0.040803675,-0.083054304
42,-0.009947015,-0.090251826,-0.07389416,0.041785713,-0.08446728,0.098231144,0.14567438,-0.01266842,0.15087324,0.03742319,0.11354403,0.042889006,-0.0103938915,0.14670429,-0.07249541,-0.035444673,-0.079471074,0.17116155,-0.06673224,0.013193166
43,-0.032064512,0.008683998,0.057732686,-0.12150934,0.09219297,0.10277666,0.0011798292,-0.14692385,-0.12152224,0.100222625,-0.020740556,-0.1077964,0.07209383,-0.010020269,0.082621016,-0.039420072,-0.09243423,-0.013207942,0.07847672,-0.0068415757
44,0.04890649,0.08380166,0.12751986,-0.08028537,0.035190612,0.023207482,-0.033534028,-0.112513274,-0.0074865157,0.105042756,-0.13258088,-0.19802256,-0.061923277,0.057968132,-0.19516087,0.042052753,0.060783662,0.034025844,-0.013939947,0.0035385378
45,0.0023979396,0.032794334,0.0011380948,-0.09276897,-0.030454148,0.0033261403,0.019110078,0.079427406,0.06812787,-0.008726604,-0.07422255,0.103793465,0.004313604,-0.04039266,0.017848846,0.032283153,-0.055102002,0.05470178,-0.13897434,-0.20583507
46,0.023920204,-0.10207847,-0.06192534,0.06130969,-0.074669,-0.09943982,0.13112922,-0.0011033304,0.042915534,0.106822796,-0.15620369,-0.0063519664,0.12057619,-0.09100777,-0.0042051533,0.07244115,0.0052018687,-0.006414309,0.01888087,0.03688883
47,-0.003023008,-0.053355403,-0.16546695,-0.10428293,0.02764482,-0.008017264,-0.022195492,0.119390026,0.09007448,-0.14341865,-0.039177887,-0.024620721,0.028325256,0.019508697,0.021411985,-0.111924484,-0.09071493,-0.02094132,0.110354714,0.043937337
48,-0.03614477,0.1405562,0.036756434,-0.03228022,-0.082384996,-0.025269248,-0.16991173,-0.08007017,-0.08231166,-0.089945905,0.05978939,0.18608992,0.048438683,-0.033292286,0.101588294,0.04611427,0.037919883,0.032059774,-0.0009991005,-0.0381253
49,0.13760066,0.04868438,0.0011066765,0.06510782,-0.16830373,0.07026197,-0.037086967,-0.06402779,0.088890955,0.042328645,0.008801675,-0.15494606,0.17124249,0.060912624,0.066728085,-0.0627354,-0.01712713,-0.13562483,0.020947203,0.21411175
50,0.13033135,0.049512696,0.08982864,0.119009174,-0.073721975,-0.04195936,-0.047260914,-0.0024168044,-0.033420064,0.09719327,-0.073100396,0.064290926,-0.07904115,-0.0605926,-0.04944171,-0.21881413,0.04973563,-0.048772655,0.0795366,0.012825474
51,0.1819527,-0.069700845,0.14685279,0.118908964,-0.07989984,0.1152431,0.034553673,0.067928284,-0.09162962,0.021447737,-0.042010043,-0.03002619,0.101031154,-0.0067869127,0.06149278,-0.1332532,-0.15676531,0.035960622,0.039430775,0.16102111
52,-0.09089243,-0.09548535,0.11631499,-0.0057334322,0.123564646,-0.057807893,-0.040274113,0.002911076,-0.043849003,0.056583796,0.009288281,-0.1261797,-0.044265784,-0.02063628,0.1012896,0.08873494,-0.10631096,0.19777477,-0.064358346,0.17548983
53,-0.14120573,-0.12547126,0.12916182,0.17724986,0.051830046,-0.092046045,0.021771796,-0.0879451,0.010050679,0.103989065,0.11270462,0.042582374,0.14117044,-0.09990571,-0.0135684535,-0.19823715,-0.06671257,-0.11414198,0.0026665889,0.0055696517
54,-0.11141091,0.012320254,0.11638731,0.17968458,0.028823888,0.053534508,0.046210364,-0.059347786,-0.033422448,-0.04627585,-0.15532145,0.11917475,0.08688049,0.0043312423,-0.011898331,-0.052956723,0.12121408,0.03518278,0.1227798,-0.017346261
55,-0.052322954,-0.06121455,0.030885227,-0.09550244,-0.04407267,0.03642593,-0.028467104,-0.024917874,-0.0022477396,-0.054789547,0.09332007,0.07936902,0.1151669,-0.15361816,0.06970714,0.09831624,-0.05072794,-0.11418541,0.066351116,-0.04242271
56,-0.15911444,0.0015436672,-0.075900696,-0.05384064,0.042060215,0.0864106,-0.0042106844,0.08360433,-0.084541224,0.026550662,-0.032182872,0.049160197,-0.050843276,-0.21701396,0.077709295,0.032261178,-0.019169074,0.031946212,0.047621675,-0.111269824
57,-0.083257705,0.07897472,0.022983462,0.05438094,0.11487509,0.07176317,0.0150611345,0.17987692,0.031206295,-0.024003658,0.12537983,0.24555802,-0.040275898,-0.051868357,0.14163592,-0.014186241,0.13906991,0.03096528,0.19211048,0.16835374
58,-0.032351494,-0.051413175,-0.084519625,-0.15424597,0.03550964,-0.07114889,-0.12395471,-0.075948834,0.04784599,-0.14535591,-0.050224334,0.09024282,0.0032931175,-0.0053402637,-0.16589913,0.056842823,0.07939881,0.022891335,0.03789816,-0.016132355
59,0.022281915,-0.07662973,0.013678618,0.08863695,0.06432073,-0.082807876,0.002462916,-0.043335177,0.027346473,-0.07503974,-0.0093438625,-0.032835502,0.060679562,0.05187363,-0.04127047,0.0147630535,0.030975029,-0.04541958,-0.0546484,0.09407229
60,-0.067812964,0.17517506,0.019317549,0.0041661747,-0.007768711,0.0614836,-0.04631957,-0.1432094,-0.019219574,-0.021882825,0.034252286,0.055001196,0.00045015663,-0.00851202,0.028045869,0.12961462,-0.008850763,-0.023413904,0.19473135,-0.021641422
61,-0.01989493,-0.010896813,0.01246763,-0.0669929,-0.20535833,0.08511637,0.0085701095,-0.026428377,-0.058974586,-0.118259296,0.09193216,-0.09307757,0.1163556,0.18105243,-0.054087922,0.10754016,0.117324814,-0.020038225,-0.08782038,0.05701596
62,0.027132051,-0.042225793,0.011515491,0.042597722,-0.031427078,0.09175768,-0.03154224,-0.01223395,-0.02091651,-0.19440866,0.00056988746,-0.04247438,-0.05050621,0.1486654,0.08273722,0.012439154,0.21273702,-0.07067715,0.14341483,0.058335222
63,-0.10412547,-0.010165859,0.14502276,0.019750725,-0.11545194,0.023168705,0.08995718,5.086139e-05,-0.022302724,-0.09097915,0.00827498,0.05348913,-0.011244182,-0.045231044,-0.07236413,0.051494308,0.12230204,-0.06463383,0.053523205,-0.004458435
64,-0.08120245,-0.042255115,0.093265444,0.06451955,-0.06560442,-0.066806905,0.034212135,0.0044824705,0.044609915,-0.071414985,-0.033181585,0.017955188,-0.06157486,0.12033628,0.08840777,-0.02977613,0.008097263,0.0511833,0.07339054,-0.16475089
65,-0.028892323,0.008211443,-0.12863722,-0.09368064,0.04369982,0.08376147,-0.03798294,0.11592864,0.012298288,-0.10685201,0.014362574,-0.18139501,-0.06291296,0.010071484,0.09032211,0.032538943,-0.1609289,0.19279695,-0.06017868,-0.016771756
66,0.13963145,-0.10693474,0.024665385,0.1984557,0.17652233,0.07335044,0.005147621,0.055800647,-0.004306603,-0.07049548,0.064852946,-0.14636259,-0.043612067,-0.1291779,-0.0045814663,-0.022797681,0.028604377,0.0036208704,0.040910617,0.09022044
67,0.056155883,-0.10027019,0.02313713,0.1482315,-0.060610168,-0.0523105,0.13950449,-0.084684744,-0.0012967298,0.026866045,0.033103023,-0.018851973,-0.0551768,0.00406228,-0.17178613,-0.06832562,0.007611046,0.0019733794,-0.10745837,0.061851535
68,0.013379991,-0.047563415,-0.10042174,-0.20539002,-0.19763666,-0.13265464,0.14970294,0.083846815,-0.066119194,-0.102106616,0.006734494,0.06844219,0.08014592,0.060641937,0.120610215,0.0076992987,0.120178275,-0.036321733,0.025407517,-0.050454196
69,0.11966306,-0.06649395,-0.031305708,-0.016562723,-0.08892892,0.05848544,0.035786375,0.12072781,0.080456585,-0.023581244,0.044791475,-0.05555577,0.15367624,-0.029805645,-0.06592868,0.049483243,0.08197803,0.0067633726,0.1553424,-0.00990092
70,0.10420866,-0.01601091,-0.0728188,0.029343493,-0.007828712,0.10258071,0.005025911,0.21371815,0.026094351,0.08060558,0.04002537,-0.082550816,-0.05907873,-0.018483032,0.0705839,-0.00840463,-0.12259247,0.14702861,-0.12199844,0.0618144
71,0.055516664,0.105627865,-0.014100462,0.020359775,-0.038961146,-0.09215147,-0.16725636,0.017005716,0.03830401,0.03821484,-0.0062316395,-0.07310561,0.046363145,0.12279863,-0.06077091,-0.13341874,0.047979355,0.043020617,0.024473503,-0.012497142
72,-0.030680196,0.016995031,-0.0036073662,0.09947877,-0.013015237,0.07712449,0.15130028,-0.059701886,-0.097788714,0.112743266,0.14242712,0.11032802,0.026130961,-0.017343076,0.03385039,-0.13739753,0.032898754,-0.07555915,-0.0068713836,-0.056561913
73,-0.06793391,-0.056191258,-0.061378695,0.011430785,-0.1559434,0.059562534,0.03465329,0.018379677,-0.05621472,0.1280089,0.0175809,0.089361385,-0.04555786,-0.13507554,-0.07665517,0.051591292,0.022493016,0.008421764,0.044536904,0.021585882
74,-0.04810646,0.009818822,0.04223682,-0.12894101,-0.0011536423,0.0056683645,-0.015703332,-0.07496893,-0.019706987,-0.038483284,0.08641886,0.02299329,-0.0060561765,0.1707714,0.0055777878,0.012873573,-0.02545664,-0.055850774,0.03318809,0.030200869
75,-0.08358215,-0.09245797,0.07279298,-0.036777154,-0.05446417,0.010774178,0.044274677,-0.15257037,0.015620474,0.17747793,-0.09271534,-0.057756122,0.05442417,-0.06545017,-0.01358635,0.04791764,-0.04537489,-0.012717972,-0.026477814,0.006643364
76,0.061594896,-0.10450889,-0.042432804,-0.079789504,0.052532036,-0.027746607,-0.06062581,0.070184015,0.07060335,-0.09236941,0.059061714,-0.03781212,-0.044791073,-0.085582115,-0.08309433,0.12070654,-0.069836356,0.10709563,0.023624945,-0.04444936
77,0.024889212,0.0489364,0.032279402,-0.0068118405,0.09225767,0.034451444,-0.2465761,-0.06909825,0.16133717,0.09531355,0.09930645,0.069615364,0.08630372,0.15654685,0.01580633,0.017355874,-0.06257779,-0.06997436,-0.12306787,-0.08780529
78,-0.057135135,-0.13073832,-0.18171234,-0.06161201,-0.14565456,-0.051500946,-0.09353715,-0.13494119,0.034428656,0.16664538,0.0012383424,-0.038774718,-0.03542014,-0.086753845,0.034768067,-0.010604151,0.038756683,-0.022655185,-0.03805088,-0.14323893
79,0.011415429,-0.0013439953,0.15094383,-0.103283405,0.010186227,0.06465079,0.022654738,0.08900971,-0.0060969535,-0.059105832,-0.03131292,0.1324338,-0.13798308,0.058218025,0.014100604,0.0013303161,-0.0041785035,0.11121992,-0.015007206,0.0522723
80,-0.010283187,-0.03776794,0.029431814,0.08954658,-0.1031275,-0.03993468,-0.069329485,0.013485277,0.07701793,0.07733152,-0.11798002,0.03685388,-0.06516094,0.02631619,-0.01425718,-0.044368267,-0.05430298,-0.064708844,-0.10072446,-0.042204462
81,-0.040525503,0.085309505,0.08361031,-0.060664162,-0.00536526,0.0383825,-0.005487457,-0.16947646,-0.06615102,-0.113627955,0.069747545,-0.07498105,-0.00072813034,-0.023842052,0.26470622,0.077738,0.058828156,-0.032657675,5.9450045e-05,0.0014322326
82,-0.0659713,-0.14759153,0.0049238093,0.09056619,0.05396619,0.026774697,0.13285452,-0.118826814,0.16110876,-0.029559325,0.02982404,0.24754205,-0.110849574,-0.02180402,-0.015798785,-0.012974903,-0.039827406,0.05193673,-0.031556726,-0.1496025
83,0.08889221,-0.047347847,0.14389372,-0.05949146,0.10388824,0.021506142,-0.006785691,-0.11238415,-0.08883519,0.091901265,-0.06968236,0.017939504,-0.057547837,0.004049599,-0.025252882,0.041159064,0.039833404,-0.11172049,-0.14301428,0.054429304
84,0.016486011,0.103645734,0.09568434,0.12603888,0.10918397,0.0011661253,0.06411573,0.05301726,-0.042279683,0.11559147,0.07765639,0.09446769,-0.011165302,0.025070002,-0.012518778,-0.05020374,-0.028245589,0.028035255,0.033219747,0.06178218
85,-0.15203299,0.0745827,-0.15180036,0.013956993,-0.101138905,-0.059492927,-0.0117486045,-0.01732141,-0.035967194,0.026059322,-0.05330172,-0.07517923,-0.14639059,0.0074121878,0.23266716,0.05803307,-0.078231245,-0.21021038,-0.07936612,0.028023329
86,-0.0070754215,0.022251327,0.08224136,0.02234568,-0.1685481,0.13770157,0.038215384,0.06446982,-0.124091014,0.16313267,0.13134277,-0.08928995,-0.04235019,-0.08140976,0.071827725,-0.038392432,0.090193525,0.023903184,-0.036051303,-0.01464019
87,-0.035061434,-0.06877929,-0.11881309,-0.002884794,0.101404846,-0.093254015,0.10334357,-0.07054935,0.06592967,0.025952138,0.10444134,0.064742744,0.06794144,-0.03576544,0.057371132,0.09639146,0.014250264,0.1453197,-0.005087839,0.04600717
88,-0.030623859,0.027394705,-0.058733262,0.04253635,0.033297665,0.060579278,-0.057629183,0.060644317,-0.09581844,-0.04126962,-0.11884396,0.11466335,0.09667584,0.053702563,-0.058173295,0.10773896,0.055836268,-0.084223256,0.04240033,0.030130021
89,0.048524905,-0.027887253,-0.15042622,0.028143708,0.06841975,0.06277326,-0.02043438,-0.041903287,-0.19570248,0.1158476,0.018298399,0.099701405,0.07115297,-0.08563282,-0.107534125,-0.041333266,-0.029143084,-0.09798382,0.091247685,-0.01775622
90,-0.13123691,0.041941747,-0.07671714,0.13182542,0.009364568,-0.09982677,-0.073068775,-0.016177297,-0.03221335,-0.0033946894,0.017812185,0.010692127,-0.006571917,-0.0796205,-0.06727688,-0.2494005,0.108786106,0.031508803,-0.046088703,0.10196763
91,0.06844224,-0.0002995967,-0.084115766,0.0015764572,0.00052934885,0.040429194,-0.08822984,0.024841215,-0.057256285,-0.040883362,0.06339735,-0.11362861,-0.20983966,-0.0134220645,0.030790687,-0.015375957,0.09528414,0.110040255,-0.07500058,-0.0033745952
92,-0.0906959,0.114881516,0.09750906,-0.08251425,-0.01333002,0.20260812,-0.035236627,-0.03651439,0.0018324442,0.0628587,-0.07793604,-0.051493637,0.1777049,-0.011886926,-0.11263445,-0.0068852007,-0.030269206,-0.0710952,0.014385842,-0.04446459
93,-0.011324244,0.057282537,0.098970674,-0.032972287,-0.01652614,0.120887704,-0.030549817,-0.10838219,0.064913034,-0.14010781,0.019732382,0.053163134,-0.07689375,0.13427323,-0.0028377771,0.008595133,-0.11746336,-0.00053079426,0.011580175,0.0025543012
94,-0.07905726,-0.067234755,0.026100758,0.09219415,0.1280774,0.18670173,-0.026295325,0.12523045,0.05894701,0.10090987,0.010903742,-0.052488368,0.113778226,-0.009826709,-0.014864754,-0.0020168424,-0.072048455,0.013784006,0.052563448,-0.022406857
95,-0.244277,0.029318668,-0.016209085,-0.05316419,-0.060097262,0.014741808,-0.08762637,0.041695792,-0.005687614,0.026880808,-0.09843089,-0.05278808,-0.11475522,0.065849245,0.15832917,8.295104e-05,0.027968923,-0.032141395,-0.010562299,0.049133096
96,0.008360587,0.061827965,0.011040043,0.103158385,0.15005964,-0.02015835,0.13869481,0.14829206,0.044740323,-0.009631634,-0.08326456,0.10682523,0.032063,-0.060462814,-0.06640333,-0.11405548,-0.096748546,0.1944357,0.035604082,-0.037060898
97,0.10943041,0.011092614,-0.08819017,0.040576197,0.04338838,-0.15692294,0.0003574863,0.046487827,0.04465957,-0.17433736,-0.03728718,0.0110543985,0.15343663,0.036404066,-0.113106646,0.11493566,0.15199445,-0.024470642,-0.029737704,-0.02603626
98,-0.01477287,0.0042164475,0.0043277107,0.04893157,-0.008327812,0.049357817,0.028569724,-0.117045835,0.12105599,-0.023047969,-0.009282458,0.07000804,-0.0013616234,-0.00033084303,-0.03702215,0.044930235,-0.050796352,-0.09795059,-0.080088116,-0.021102548
99,-0.010940169,-0.12814705,0.07246183,0.082590126,-0.06944216,-0.101296484,0.049568184,0.068492234,-0.02452673,0.019258514,-0.061349984,-0.048583187,0.098954484,-0.118469596,-0.13506888,-0.048107713,-0.09379347,-0.11597416,0.008553774,-0.0067643356
100,-0.0792908,0.019936519,-0.084849566,-0.1163097,0.09459999,-0.08269609,0.12313609,0.09178849,0.038181838,-0.067985445,-0.019735105,0.043667473,-0.027698355,-0.026509915,-0.12963933,-0.1482449,-0.10361825,-0.03483677,0.05656092,0.12246107
101,0.06649877,0.105163924,0.05720682,0.089388326,-0.034563296,0.07418183,0.04105873,-0.031899355,-0.093264535,-0.01708205,-0.08520949,0.010430381,0.04028094,-0.018499147,0.10112448,-0.07979159,0.028567418,0.07430741,0.029820055,-0.09593855
102,-0.20072815,-0.098788634,0.04436347,0.0016500279,-0.04091539,-0.018671982,0.069840446,-0.01402244,0.0025498718,-0.00852422,0.0341139,-0.02025417,-0.08813886,-0.0788083,0.007916118,-0.07518444,-0.0050773174,0.025143994,0.063274115,-0.031212904
103,-0.026228797,-0.07009973,-0.08194688,0.029338686,0.021121562,0.014603399,0.029934414,-0.03334957,0.1122152,-0.13382386,0.2303392,-0.10751918,-0.14098448,0.014215349,0.11674236,-0.0075264475,-0.12284563,-0.03470102,-0.057577126,0.16765529
